date,variety_name,cut,farm_name,block_name,bed_type_name,quantity
25/08/2018,VELVET,2,LA GAITANA,G-27,ANGOSTA,1
25/08/2018,VELVET,2,LA GAITANA,G-27,ANCHA,1
25/08/2018,VELVET,2,LA GAITANA,G-30,ANGOSTA,1
25/08/2018,TANGELO,3,LA GAITANA,G-24,ANCHA,2
25/08/2018,TANGELO,3,LA GAITANA,G-27,ANGOSTA,1
01/09/2018,DILETTA,3,LA GAITANA,G-13,ANCHA,2
01/09/2018,DILETTA,3,LA GAITANA,G-14,ANCHA,3
01/09/2018,FARIDA,3,LA GAITANA,G-24,ANGOSTA,1
01/09/2018,FARIDA,3,LA GAITANA,G-30,ANGOSTA,2
01/09/2018,JOBIM,3,LA GAITANA,G-13,ANCHA,1
01/09/2018,KINO,3,LA GAITANA,G-13,ANCHA,4
01/09/2018,KINO,3,LA GAITANA,G-14,ANCHA,1
01/09/2018,NEW_YORK,3,LA GAITANA,G-30,ANGOSTA,1
01/09/2018,ZAFIRO,3,LA GAITANA,G-30,ANGOSTA,3
01/09/2018,ZAFIRO,3,LA GAITANA,G-30,ANCHA,4
01/09/2018,ZENIT,3,LA GAITANA,G-13,ANCHA,5
01/09/2018,EXTASIS,3,LA GAITANA,G-30,ANGOSTA,1
08/09/2018,BIZET,3,LA GAITANA,G-14,ANGOSTA,1
08/09/2018,BIZET,3,LA GAITANA,G-14,ANCHA,4
08/09/2018,DILETTA,3,LA GAITANA,G-14,ANCHA,2
08/09/2018,FARIDA,3,LA GAITANA,G-24,ANCHA,2
08/09/2018,FARIDA,3,LA GAITANA,G-27,ANGOSTA,1
08/09/2018,JOBIM,3,LA GAITANA,G-13,ANCHA,1
08/09/2018,JOBIM,3,LA GAITANA,G-14,ANGOSTA,1
08/09/2018,KINO,3,LA GAITANA,G-14,ANCHA,1
08/09/2018,ZENIT,3,LA GAITANA,G-14,ANCHA,2
08/09/2018,ILUSION,3,LA GAITANA,G-27,ANCHA,2
15/09/2018,ARMONIA,3,LA GAITANA,G-13,ANCHA,1
15/09/2018,ARMONIA,3,LA GAITANA,G-14,ANCHA,3
15/09/2018,BIZET,3,LA GAITANA,G-13,ANCHA,7
15/09/2018,BIZET,3,LA GAITANA,G-14,ANCHA,2
15/09/2018,JOBIM,3,LA GAITANA,G-14,ANGOSTA,1
15/09/2018,ILUSION,3,LA GAITANA,G-24,ANCHA,4
15/09/2018,ILUSION,3,LA GAITANA,G-27,ANGOSTA,5
15/09/2018,ILUSION,3,LA GAITANA,G-30,ANGOSTA,1
15/09/2018,ILUSION,3,LA GAITANA,G-30,ANCHA,1
22/09/2018,BIZET,3,LA GAITANA,G-14,ANGOSTA,1
22/09/2018,BIZET,3,LA GAITANA,G-14,ANCHA,2
22/09/2018,DILETTA,3,LA GAITANA,G-13,ANGOSTA,3
22/09/2018,DILETTA,3,LA GAITANA,G-14,ANCHA,2
22/09/2018,ILUSION,3,LA GAITANA,G-24,ANGOSTA,3
22/09/2018,ILUSION,3,LA GAITANA,G-24,ANCHA,5
22/09/2018,ILUSION,3,LA GAITANA,G-27,ANGOSTA,10
22/09/2018,ILUSION,3,LA GAITANA,G-27,ANCHA,11
22/09/2018,ILUSION,3,LA GAITANA,G-30,ANGOSTA,9
22/09/2018,ILUSION,3,LA GAITANA,G-30,ANCHA,6
22/09/2018,RODAS,3,LA GAITANA,G-13,ANCHA,2
29/09/2018,BIZET,3,LA GAITANA,G-13,ANCHA,1
29/09/2018,DILETTA,3,LA GAITANA,G-14,ANCHA,7
29/09/2018,TINGUA,3,LA GAITANA,G-24,ANGOSTA,3
29/09/2018,TINGUA,3,LA GAITANA,G-24,ANCHA,3
29/09/2018,ZAFIRO,3,LA GAITANA,G-27,ANGOSTA,1
29/09/2018,ZAFIRO,3,LA GAITANA,G-30,ANGOSTA,2
29/09/2018,ILUSION,3,LA GAITANA,G-24,ANGOSTA,1
29/09/2018,ILUSION,3,LA GAITANA,G-24,ANCHA,1
29/09/2018,RODAS,3,LA GAITANA,G-14,ANGOSTA,2
06/10/2018,ARMONIA,2,LA GAITANA,G-13,ANGOSTA,1
06/10/2018,ARMONIA,3,LA GAITANA,G-13,ANCHA,2
06/10/2018,FARIDA,3,LA GAITANA,G-30,ANGOSTA,1
06/10/2018,ZAFIRO,3,LA GAITANA,G-27,ANCHA,5
06/10/2018,ZAFIRO,3,LA GAITANA,G-30,ANGOSTA,1
06/10/2018,ZENIT,3,LA GAITANA,G-13,ANCHA,5
13/10/2018,ARMONIA,3,LA GAITANA,G-13,ANCHA,5
13/10/2018,FARIDA,3,LA GAITANA,G-24,ANCHA,5
13/10/2018,TINGUA,3,LA GAITANA,G-24,ANCHA,2
13/10/2018,TINGUA,3,LA GAITANA,G-27,ANGOSTA,7
13/10/2018,TINGUA,3,LA GAITANA,G-27,ANCHA,1
13/10/2018,RODAS,3,LA GAITANA,G-13,ANCHA,1
13/10/2018,VELVET,3,LA GAITANA,G-27,ANCHA,2
20/10/2018,ARMONIA,2,LA GAITANA,G-13,ANGOSTA,1
20/10/2018,DILETTA,3,LA GAITANA,G-13,ANCHA,1
20/10/2018,DILETTA,3,LA GAITANA,G-14,ANCHA,1
20/10/2018,FARIDA,3,LA GAITANA,G-24,ANGOSTA,1
20/10/2018,FARIDA,3,LA GAITANA,G-24,ANCHA,22
20/10/2018,NEW_YORK,3,LA GAITANA,G-24,ANCHA,8
20/10/2018,TINGUA,3,LA GAITANA,G-24,ANGOSTA,3
20/10/2018,ZAFIRO,3,LA GAITANA,G-27,ANGOSTA,5
20/10/2018,ZAFIRO,3,LA GAITANA,G-27,ANCHA,12
20/10/2018,ZAFIRO,3,LA GAITANA,G-30,ANGOSTA,2
20/10/2018,ZAFIRO,3,LA GAITANA,G-30,ANCHA,2
20/10/2018,ZENIT,3,LA GAITANA,G-13,ANCHA,1
20/10/2018,ZENIT,3,LA GAITANA,G-14,ANCHA,4
20/10/2018,RODAS,3,LA GAITANA,G-13,ANCHA,4
20/10/2018,VELVET,3,LA GAITANA,G-30,ANCHA,1
20/10/2018,TANGELO,3,LA GAITANA,G-24,ANGOSTA,9
27/10/2018,MOONLIGHT,3,LA GAITANA,G-24,ANGOSTA,7
27/10/2018,MOONLIGHT,3,LA GAITANA,G-24,ANCHA,11
27/10/2018,NEW_YORK,3,LA GAITANA,G-24,ANGOSTA,1
27/10/2018,NEW_YORK,3,LA GAITANA,G-24,ANCHA,11
27/10/2018,ZAFIRO,3,LA GAITANA,G-27,ANGOSTA,1
27/10/2018,ZENIT,3,LA GAITANA,G-13,ANCHA,1
27/10/2018,ILUSION,3,LA GAITANA,G-24,ANCHA,6
27/10/2018,VELVET,3,LA GAITANA,G-27,ANGOSTA,2
27/10/2018,VELVET,3,LA GAITANA,G-27,ANCHA,2
27/10/2018,VELVET,3,LA GAITANA,G-30,ANGOSTA,6
27/10/2018,VELVET,3,LA GAITANA,G-30,ANCHA,1
03/11/2018,JOBIM,3,LA GAITANA,G-13,ANCHA,1
03/11/2018,MOONLIGHT,3,LA GAITANA,G-27,ANCHA,1
03/11/2018,MOONLIGHT,3,LA GAITANA,G-30,ANGOSTA,3
03/11/2018,MOONLIGHT,3,LA GAITANA,G-30,ANCHA,1
03/11/2018,NEW_YORK,3,LA GAITANA,G-24,ANCHA,1
03/11/2018,NEW_YORK,3,LA GAITANA,G-30,ANGOSTA,4
03/11/2018,ILUSION,3,LA GAITANA,G-24,ANGOSTA,13
03/11/2018,ILUSION,3,LA GAITANA,G-30,ANCHA,2
03/11/2018,NAUTILUS,3,LA GAITANA,G-14,ANCHA,1
03/11/2018,RODAS,3,LA GAITANA,G-14,ANCHA,1
10/11/2018,MOONLIGHT,3,LA GAITANA,G-24,ANGOSTA,5
10/11/2018,TINGUA,3,LA GAITANA,G-27,ANCHA,1
10/11/2018,ZAFIRO,3,LA GAITANA,G-27,ANCHA,1
10/11/2018,TANGELO,3,LA GAITANA,G-24,ANCHA,3
10/11/2018,TANGELO,3,LA GAITANA,G-27,ANGOSTA,1
10/11/2018,TANGELO,3,LA GAITANA,G-27,ANCHA,2
17/11/2018,CAROLINE_GOLD,2,LA GAITANA,G-27,ANCHA,1
17/11/2018,MOONLIGHT,3,LA GAITANA,G-24,ANGOSTA,5
17/11/2018,MOONLIGHT,3,LA GAITANA,G-24,ANCHA,2
17/11/2018,MOONLIGHT,3,LA GAITANA,G-27,ANCHA,1
17/11/2018,TINGUA,3,LA GAITANA,G-24,ANCHA,1
17/11/2018,TINGUA,3,LA GAITANA,G-27,ANGOSTA,3
17/11/2018,TINGUA,3,LA GAITANA,G-27,ANCHA,2
17/11/2018,ILUSION,3,LA GAITANA,G-24,ANCHA,1
17/11/2018,ILUSION,3,LA GAITANA,G-27,ANGOSTA,1
24/11/2018,CAROLINE_GOLD,2,LA GAITANA,G-27,ANGOSTA,2
24/11/2018,JOBIM,3,LA GAITANA,G-13,ANCHA,3
24/11/2018,JOBIM,3,LA GAITANA,G-14,ANCHA,2
24/11/2018,KINO,3,LA GAITANA,G-13,ANGOSTA,1
24/11/2018,KINO,3,LA GAITANA,G-13,ANCHA,3
24/11/2018,MOONLIGHT,3,LA GAITANA,G-27,ANGOSTA,8
24/11/2018,MOONLIGHT,3,LA GAITANA,G-27,ANCHA,3
24/11/2018,NEW_YORK,3,LA GAITANA,G-27,ANGOSTA,4
24/11/2018,TINGUA,3,LA GAITANA,G-27,ANGOSTA,1
24/11/2018,TINGUA,3,LA GAITANA,G-27,ANCHA,2
24/11/2018,ZAFIRO,3,LA GAITANA,G-27,ANGOSTA,3
24/11/2018,ILUSION,3,LA GAITANA,G-27,ANGOSTA,12
24/11/2018,ILUSION,3,LA GAITANA,G-27,ANCHA,5
24/11/2018,RODAS,3,LA GAITANA,G-13,ANGOSTA,1
24/11/2018,RODAS,3,LA GAITANA,G-13,ANCHA,2
24/11/2018,VELVET,3,LA GAITANA,G-27,ANCHA,1
24/11/2018,TANGELO,3,LA GAITANA,G-27,ANCHA,2
01/12/2018,NEW_YORK,3,LA GAITANA,G-24,ANGOSTA,6
01/12/2018,NEW_YORK,3,LA GAITANA,G-24,ANCHA,6
01/12/2018,ZAFIRO,3,LA GAITANA,G-30,ANGOSTA,2
01/12/2018,VELVET,3,LA GAITANA,G-30,ANGOSTA,1
01/12/2018,TANGELO,3,LA GAITANA,G-24,ANGOSTA,4
08/12/2018,CHELO,2,LA GAITANA,G-13,ANCHA,1
08/12/2018,FARIDA,3,LA GAITANA,G-27,ANGOSTA,4
08/12/2018,KINO,3,LA GAITANA,G-13,ANCHA,4
08/12/2018,NEW_YORK,3,LA GAITANA,G-27,ANGOSTA,1
08/12/2018,ZAFIRO,3,LA GAITANA,G-27,ANGOSTA,1
08/12/2018,ZAFIRO,3,LA GAITANA,G-27,ANCHA,2
08/12/2018,ILUSION,3,LA GAITANA,G-27,ANGOSTA,1
08/12/2018,TANGELO,3,LA GAITANA,G-27,ANCHA,3
15/12/2018,CHELO,2,LA GAITANA,G-13,ANCHA,1
15/12/2018,DILETTA,3,LA GAITANA,G-13,ANCHA,4
15/12/2018,DILETTA,3,LA GAITANA,G-14,ANCHA,1
15/12/2018,JOBIM,3,LA GAITANA,G-13,ANCHA,1
15/12/2018,KINO,3,LA GAITANA,G-14,ANCHA,1
15/12/2018,ILUSION,3,LA GAITANA,G-24,ANGOSTA,4
15/12/2018,ILUSION,3,LA GAITANA,G-27,ANGOSTA,1
15/12/2018,ILUSION,3,LA GAITANA,G-27,ANCHA,5
15/12/2018,ILUSION,3,LA GAITANA,G-30,ANGOSTA,1
22/12/2018,CHELO,2,LA GAITANA,G-13,ANCHA,1
22/12/2018,CHELO,3,LA GAITANA,G-13,ANCHA,1
22/12/2018,KINO,3,LA GAITANA,G-13,ANCHA,3
22/12/2018,ILUSION,3,LA GAITANA,G-24,ANCHA,9
22/12/2018,ILUSION,3,LA GAITANA,G-27,ANGOSTA,1
22/12/2018,ILUSION,3,LA GAITANA,G-27,ANCHA,5
29/12/2018,CAROLINE_GOLD,3,LA GAITANA,G-27,ANCHA,2
29/12/2018,CHELO,3,LA GAITANA,G-13,ANGOSTA,1
29/12/2018,CHELO,3,LA GAITANA,G-13,ANCHA,2
29/12/2018,FARIDA,3,LA GAITANA,G-27,ANGOSTA,2
29/12/2018,KINO,3,LA GAITANA,G-13,ANGOSTA,1
29/12/2018,ZAFIRO,3,LA GAITANA,G-27,ANGOSTA,5
29/12/2018,ILUSION,3,LA GAITANA,G-27,ANGOSTA,2
29/12/2018,ILUSION,3,LA GAITANA,G-27,ANCHA,6
05/01/2019,CAROLINE_GOLD,3,LA GAITANA,G-24,ANCHA,1
05/01/2019,CHELO,3,LA GAITANA,G-14,ANGOSTA,1
05/01/2019,DILETTA,3,LA GAITANA,G-14,ANCHA,7
05/01/2019,FARIDA,3,LA GAITANA,G-24,ANGOSTA,1
05/01/2019,FARIDA,3,LA GAITANA,G-24,ANCHA,1
05/01/2019,FARIDA,3,LA GAITANA,G-30,ANCHA,1
05/01/2019,JOBIM,3,LA GAITANA,G-13,ANCHA,4
05/01/2019,KINO,3,LA GAITANA,G-13,ANCHA,2
05/01/2019,TANGELO,3,LA GAITANA,G-24,ANGOSTA,2
05/01/2019,TANGELO,3,LA GAITANA,G-30,ANGOSTA,2
12/01/2019,JOBIM,3,LA GAITANA,G-14,ANCHA,2
12/01/2019,TINGUA,3,LA GAITANA,G-27,ANGOSTA,4
12/01/2019,ZAFIRO,3,LA GAITANA,G-27,ANGOSTA,4
12/01/2019,ZAFIRO,3,LA GAITANA,G-30,ANGOSTA,3
12/01/2019,TANGELO,3,LA GAITANA,G-27,ANCHA,1
19/01/2019,FARIDA,3,LA GAITANA,G-24,ANGOSTA,1
19/01/2019,FARIDA,3,LA GAITANA,G-27,ANGOSTA,2
19/01/2019,FARIDA,3,LA GAITANA,G-30,ANCHA,2
19/01/2019,ZAFIRO,3,LA GAITANA,G-30,ANGOSTA,1
19/01/2019,ZENIT,3,LA GAITANA,G-14,ANCHA,2
19/01/2019,TANGELO,3,LA GAITANA,G-24,ANCHA,4
19/01/2019,TANGELO,3,LA GAITANA,G-27,ANCHA,2
19/01/2019,TANGELO,3,LA GAITANA,G-30,ANCHA,1
26/01/2019,CAROLINE_GOLD,3,LA GAITANA,G-24,ANCHA,1
26/01/2019,CHELO,3,LA GAITANA,G-14,ANCHA,1
26/01/2019,DILETTA,3,LA GAITANA,G-14,ANCHA,1
26/01/2019,JOBIM,3,LA GAITANA,G-13,ANCHA,2
26/01/2019,JOBIM,3,LA GAITANA,G-14,ANCHA,2
26/01/2019,MOONLIGHT,3,LA GAITANA,G-24,ANCHA,6
26/01/2019,MOONLIGHT,3,LA GAITANA,G-30,ANCHA,7
26/01/2019,ZENIT,3,LA GAITANA,G-13,ANCHA,1
26/01/2019,ZENIT,3,LA GAITANA,G-14,ANCHA,1
26/01/2019,NEON,3,LA GAITANA,G-24,ANCHA,1
26/01/2019,TANGELO,3,LA GAITANA,G-24,ANCHA,1
26/01/2019,TRUENO,3,LA GAITANA,G-24,ANCHA,1
26/01/2019,TRUENO,3,LA GAITANA,G-27,ANCHA,4
02/02/2019,CAROLINE_GOLD,3,LA GAITANA,G-27,ANCHA,2
02/02/2019,CAROLINE_GOLD,3,LA GAITANA,G-30,ANGOSTA,4
02/02/2019,SORRISO,3,LA GAITANA,G-14,ANCHA,1
02/02/2019,VELVET,3,LA GAITANA,G-27,ANCHA,3
09/02/2019,CAROLINE_GOLD,3,LA GAITANA,G-30,ANGOSTA,1
09/02/2019,DILETTA,3,LA GAITANA,G-14,ANCHA,2
09/02/2019,GRANSOLE,3,LA GAITANA,G-30,ANGOSTA,2
09/02/2019,JOBIM,3,LA GAITANA,G-13,ANCHA,1
09/02/2019,JOBIM,3,LA GAITANA,G-14,ANCHA,2
09/02/2019,KINO,3,LA GAITANA,G-13,ANCHA,1
09/02/2019,KINO,3,LA GAITANA,G-14,ANCHA,1
09/02/2019,SORRISO,3,LA GAITANA,G-14,ANCHA,2
09/02/2019,VELVET,3,LA GAITANA,G-30,ANGOSTA,1
16/02/2019,CHELO,3,LA GAITANA,G-14,ANCHA,1
16/02/2019,DILETTA,3,LA GAITANA,G-13,ANCHA,3
16/02/2019,GRANSOLE,3,LA GAITANA,G-27,ANGOSTA,4
16/02/2019,GRANSOLE,3,LA GAITANA,G-27,ANCHA,3
16/02/2019,GRANSOLE,3,LA GAITANA,G-30,ANGOSTA,2
16/02/2019,KINO,3,LA GAITANA,G-13,ANCHA,1
16/02/2019,TANGELO,3,LA GAITANA,G-27,ANCHA,2
16/02/2019,TANGELO,3,LA GAITANA,G-30,ANCHA,6
23/02/2019,CHELO,3,LA GAITANA,G-13,ANCHA,1
23/02/2019,CHELO,3,LA GAITANA,G-14,ANCHA,1
23/02/2019,DILETTA,3,LA GAITANA,G-13,ANCHA,3
23/02/2019,GRANSOLE,3,LA GAITANA,G-27,ANGOSTA,2
23/02/2019,GRANSOLE,3,LA GAITANA,G-30,ANGOSTA,1
02/03/2019,CAROLINE_GOLD,3,LA GAITANA,G-30,ANGOSTA,1
02/03/2019,CHELO,3,LA GAITANA,G-14,ANCHA,2
02/03/2019,DILETTA,3,LA GAITANA,G-13,ANCHA,1
02/03/2019,DILETTA,3,LA GAITANA,G-14,ANCHA,1
02/03/2019,DONCEL,3,LA GAITANA,G-30,ANGOSTA,2
02/03/2019,GRANSOLE,3,LA GAITANA,G-27,ANCHA,1
02/03/2019,JOBIM,3,LA GAITANA,G-14,ANCHA,2
02/03/2019,NEW_YORK,3,LA GAITANA,G-24,ANGOSTA,1
02/03/2019,NEW_YORK,3,LA GAITANA,G-24,ANCHA,3
02/03/2019,NEW_YORK,3,LA GAITANA,G-27,ANGOSTA,1
02/03/2019,NEW_YORK,3,LA GAITANA,G-30,ANGOSTA,3
02/03/2019,NEW_YORK,3,LA GAITANA,G-30,ANCHA,1
02/03/2019,RODAS,3,LA GAITANA,G-14,ANCHA,1
